"","ID","cagb","cbgb","ctotal4inv","tot_area","inter_area"
"393","CR246220",3.93,13.12,17.49,9128615736.79685,55638522.7977079
"394","CR246220",5.95,19.87,26.51,5083006879.66243,517997425.458536
"395","CR246221",4.31,7.15,11.96,2270133.08412391,185217.954235196
"396","CR246221",66.43,14.62,99.09,51728225.7875744,10.8351021721028
"397","CR246221",5.95,19.87,26.51,33097646.9561079,795861.753214804
"398","CR246221",88.62,21.27,121.72,5215427.34658625,2255331.13540311
"399","CR246221",69.38,16.65,104.87,2721048821.58053,78296711.3759751
"400","CR246221",84.38,20.25,127.54,1217112877.57952,31265412.2417794
"401","CR246221",121.92,29.26,167.46,9175818445.38099,50.0769336698189
"402","CR246221",69.2,15.22,103.21,16061499629.525,46865266.8313577
"403","CR246221",4.31,7.15,11.96,4374957526.94904,395523664.429904
"404","CR246221",5.95,19.87,26.51,5083006879.66243,625388112.523445
"405","CR246222",121.92,29.26,167.46,1541431768.41478,11.5033734699246
"406","CR246222",69.38,16.65,104.87,2721048821.58053,189818376.937819
"407","CR246222",121.92,29.26,167.46,9175818445.38099,7803921.62369915
"408","CR246222",69.2,15.22,103.21,16061499629.525,28469312.5232451
"409","CR246222",4.31,7.15,11.96,4374957526.94904,184375393.205263
"410","CR246222",66.43,14.62,99.09,3678131586.99298,913.600006259978
"411","CR246222",3.93,13.12,17.49,9128615736.79685,1606884.10405484
"412","CR246222",5.95,19.87,26.51,5083006879.66243,446848.948668182
"413","CR246223",69.38,16.65,104.87,2721048821.58053,39576229.429277
"414","CR246223",121.92,29.26,167.46,9175818445.38099,0.0170922243851237
"415","CR246223",69.2,15.22,103.21,16061499629.525,1291956.96918781
"416","CR246223",4.31,7.15,11.96,4374957526.94904,74705969.4639162
"417","CR246223",66.43,14.62,99.09,3678131586.99298,3093781.46667015
"418","CR247213",121.92,29.26,167.46,1541431768.41478,336387.911733883
"419","CR247213",65.98,6.6,81.73,22149205.5823745,12096700.3821569
"420","CR247213",12.03,12.03,41.31,97816089.3538676,351051.91991257
"421","CR247213",121.92,29.26,167.46,9175818445.38099,55353662.4612839
"422","CR247213",65.98,6.6,81.73,2423764165.82006,126632954.579619
"423","CR247213",69.2,15.22,103.21,121338081.723975,20335.4448588766
"424","CR247213",12.03,12.03,41.31,29583608722.5417,1270259475.39567
"425","CR247213",69.2,15.22,103.21,16061499629.525,63736926.7982319
"426","CR247213",4.17,13.94,18.49,22586617110.3508,57887235.1296049
"427","CR247213",7.4,17.58,26.79,40342699535.1182,28033477.5076257
"428","CR247213",4.31,7.15,11.96,4374957526.94904,198761436.840806
"429","CR247213",3.93,13.12,17.49,9128615736.79685,17734989.4962865
"430","CR247214",121.92,29.26,167.46,1541431768.41478,8034952.81608464
"431","CR247214",69.2,15.22,103.21,153188418.530693,3855478.31817566
"432","CR247214",7.4,17.58,26.79,260574841.560841,19880.7820310023
"433","CR247214",4.31,7.15,11.96,2270133.08412391,57534.3266525413
"434","CR247214",66.43,14.62,99.09,51728225.7875744,315762.285468376
"435","CR247214",3.93,13.12,17.49,265322010.074283,1921145.67794147
"436","CR247214",121.92,29.26,167.46,9175818445.38099,202622983.437846
"437","CR247214",65.98,6.6,81.73,2423764165.82006,5593243.30845688
"438","CR247214",12.03,12.03,41.31,29583608722.5417,366335238.200756
"439","CR247214",69.2,15.22,103.21,16061499629.525,92927135.4211951
"440","CR247214",4.17,13.94,18.49,22586617110.3508,10639767.576855
"441","CR247214",7.4,17.58,26.79,40342699535.1182,10684072.0944405
"442","CR247214",4.31,7.15,11.96,4374957526.94904,558236762.2365
"443","CR247214",66.43,14.62,99.09,3678131586.99298,537445421.358035
"444","CR247214",3.93,13.12,17.49,9128615736.79685,1151289678.26941
"445","CR247215",121.92,29.26,167.46,1541431768.41478,26981767.9377582
"446","CR247215",65.98,6.6,81.73,22149205.5823745,4704395.48901068
"447","CR247215",12.03,12.03,41.31,97816089.3538676,514693.016301253
"448","CR247215",69.2,15.22,103.21,153188418.530693,3913177.89597574
"449","CR247215",4.17,13.94,18.49,295638357.287417,65515.2612843052
"450","CR247215",7.4,17.58,26.79,260574841.560841,993527.099895784
"451","CR247215",4.31,7.15,11.96,2270133.08412391,423040.132637026
"452","CR247215",66.43,14.62,99.09,51728225.7875744,146302.384462758
"453","CR247215",121.92,29.26,167.46,18895917.7058813,5422220.2005164
"454","CR247215",121.92,29.26,167.46,9175818445.38099,357444400.090963
"455","CR247215",65.98,6.6,81.73,2423764165.82006,632192466.043074
"456","CR247215",12.03,12.03,41.31,29583608722.5417,122168033.62827
"457","CR247215",69.2,15.22,103.21,16061499629.525,306370725.412612
"458","CR247215",4.17,13.94,18.49,22586617110.3508,361041682.964216
"459","CR247215",12.03,24.53,41.31,141272933.07782,17228996.7087499
"460","CR247215",7.4,17.58,26.79,40342699535.1182,289215035.964072
"461","CR247215",4.31,7.15,11.96,4374957526.94904,133255484.824845
"462","CR247215",66.43,14.62,99.09,3678131586.99298,599165938.047423
"463","CR247215",3.93,13.12,17.49,9128615736.79685,81055133.0528375
"464","CR247216",121.92,29.26,167.46,1541431768.41478,5172881.87084149
"465","CR247216",65.98,6.6,81.73,22149205.5823745,1045700.43447277
"466","CR247216",4.17,13.94,18.49,295638357.287417,337591.56905041
"467","CR247216",121.92,29.26,167.46,18895917.7058813,2598716.88093947
"468","CR247216",121.92,29.26,167.46,9175818445.38099,49804414.0918064
"469","CR247216",65.98,6.6,81.73,2423764165.82006,46481091.0515348
"470","CR247216",12.03,12.03,41.31,29583608722.5417,129758434.390811
"471","CR247216",69.2,15.22,103.21,16061499629.525,763880696.579706
"472","CR247216",4.17,13.94,18.49,22586617110.3508,879447080.512375
"473","CR247216",7.4,17.58,26.79,40342699535.1182,1043946904.16107
"474","CR247216",4.31,7.15,11.96,4374957526.94904,11950563.3852709
"475","CR247217",7.4,17.58,26.79,260574841.560841,5994260.09925848
"476","CR247217",121.92,29.26,167.46,9175818445.38099,242515.073590591
"477","CR247217",69.2,15.22,103.21,121338081.723975,146373.744889718
"478","CR247217",12.03,12.03,41.31,29583608722.5417,168385054.78772
"479","CR247217",69.2,15.22,103.21,16061499629.525,342929602.197307
"480","CR247217",4.17,13.94,18.49,22586617110.3508,168417103.840637
"481","CR247217",7.4,17.58,26.79,40342699535.1182,2240195733.07038
"482","CR247218",121.92,29.26,167.46,1541431768.41478,9465.24189312719
"483","CR247218",69.2,15.22,103.21,153188418.530693,1952172.40956495
"484","CR247218",7.4,17.58,26.79,260574841.560841,9885109.93814173
"485","CR247218",121.92,29.26,167.46,9175818445.38099,176965.165316858
"486","CR247218",12.03,12.03,41.31,29583608722.5417,95762005.7984386
"487","CR247218",69.2,15.22,103.21,16061499629.525,438649067.588512
"488","CR247218",7.4,17.58,26.79,40342699535.1182,2371544818.86129
"489","CR247219",69.2,15.22,103.21,153188418.530693,8624447.8221791
"490","CR247219",4.17,13.94,18.49,295638357.287417,25187636.3856429
"491","CR247219",7.4,17.58,26.79,260574841.560841,1888881.48907351
"492","CR247219",59.82,13.76,81.56,9763615.48434765,3516506.96498752
"493","CR247219",121.92,29.26,167.46,9175818445.38099,21.6612522934229
"494","CR247219",69.2,15.22,103.21,16061499629.525,599647632.721046
"495","CR247219",4.17,13.94,18.49,22586617110.3508,1613739149.14348
"496","CR247219",7.4,17.58,26.79,40342699535.1182,386122437.377869
"497","CR247219",59.82,13.76,81.56,1678131990.24472,270709975.945958
"498","CR247220",121.92,29.26,167.46,1541431768.41478,491483.028370188
"499","CR247220",69.2,15.22,103.21,153188418.530693,120823.375264906
"500","CR247220",4.17,13.94,18.49,295638357.287417,453828.229711582
"501","CR247220",7.4,17.58,26.79,260574841.560841,4431741.7767754
"502","CR247220",59.82,13.76,81.56,9763615.48434765,2783981.04081587
"503","CR247220",84.38,20.25,127.54,1217112877.57952,32506508.9467161
"504","CR247220",121.92,29.26,167.46,9175818445.38099,141751167.041306
"505","CR247220",69.2,15.22,103.21,121338081.723975,566124.027279522
"506","CR247220",69.2,15.22,103.21,16061499629.525,360719582.93332
"507","CR247220",4.17,13.94,18.49,22586617110.3508,289761106.328559
"508","CR247220",7.4,17.58,26.79,40342699535.1182,796321445.606442
"509","CR247220",59.82,13.76,81.56,1678131990.24472,907646165.422798
"510","CR247221",121.92,29.26,167.46,1541431768.41478,495506.284209824
"511","CR247221",69.2,15.22,103.21,153188418.530693,214843.341242138
"512","CR247221",4.17,13.94,18.49,295638357.287417,718589.410497236
"513","CR247221",88.62,21.27,121.72,5215427.34658625,15410.9887564329
"514","CR247221",84.38,20.25,127.54,1217112877.57952,187650039.152058
"515","CR247221",121.92,29.26,167.46,9175818445.38099,144585288.132755
"516","CR247221",12.03,12.03,41.31,29583608722.5417,9594298.54842448
"517","CR247221",69.2,15.22,103.21,16061499629.525,271447604.465739
"518","CR247221",4.17,13.94,18.49,22586617110.3508,99059861.1262995
"519","CR247221",7.4,17.58,26.79,40342699535.1182,45796136.5175808
"520","CR247221",59.82,13.76,81.56,1678131990.24472,442434.011290801
"521","CR247221",5.95,19.87,26.51,5083006879.66243,22093230.2514666
"522","CR248212",121.92,29.26,167.46,1541431768.41478,0.25693379758377
"523","CR248212",12.03,12.03,41.31,97816089.3538676,350977.041719883
"524","CR248212",69.2,15.22,103.21,153188418.530693,20215683.2437883
"525","CR248212",7.4,17.58,26.79,260574841.560841,912614.523979244
"526","CR248212",121.92,29.26,167.46,9175818445.38099,1815003.39997925
"527","CR248212",69.2,15.22,103.21,121338081.723975,4018883.27847885
"528","CR248212",12.03,12.03,41.31,29583608722.5417,612761178.962465
"529","CR248212",69.2,15.22,103.21,16061499629.525,198373851.390718
"530","CR248212",12.03,24.53,41.31,141272933.07782,1571726.30902003
"531","CR248212",7.4,17.58,26.79,40342699535.1182,125660163.537617
"532","CR248213",121.92,29.26,167.46,1541431768.41478,8985660.26905922
"533","CR248213",69.2,15.22,103.21,4644142.68055308,1189599.98193159
"534","CR248213",12.03,12.03,41.31,97816089.3538676,890333.306020537
"535","CR248213",69.2,15.22,103.21,153188418.530693,3877765.37323979
"536","CR248213",4.17,13.94,18.49,295638357.287417,2452288.88319312
"537","CR248213",7.4,17.58,26.79,260574841.560841,94259.4165414255
"538","CR248213",121.92,29.26,167.46,9175818445.38099,226413997.131247
"539","CR248213",65.98,6.6,81.73,2423764165.82006,50269483.5664603
"540","CR248213",69.2,15.22,103.21,121338081.723975,3938215.61352372
"541","CR248213",12.03,12.03,41.31,29583608722.5417,1777804733.05505
"542","CR248213",69.2,15.22,103.21,16061499629.525,337297514.576678
"543","CR248213",4.17,13.94,18.49,22586617110.3508,115995995.07736
"544","CR248213",7.4,17.58,26.79,40342699535.1182,423291563.153904
"545","CR248213",4.31,7.15,11.96,4374957526.94904,3036259.07432921
"546","CR248214",121.92,29.26,167.46,1541431768.41478,16957881.0099364
"547","CR248214",12.03,12.03,41.31,97816089.3538676,2379512.74176635
"548","CR248214",69.2,15.22,103.21,153188418.530693,1576957.42664674
"549","CR248214",121.92,29.26,167.46,9175818445.38099,325770787.965239
"550","CR248214",65.98,6.6,81.73,2423764165.82006,3073896.02090743
"551","CR248214",69.2,15.22,103.21,121338081.723975,10545772.0738756
"552","CR248214",12.03,12.03,41.31,29583608722.5417,2169555298.47004
"553","CR248214",69.2,15.22,103.21,16061499629.525,120234566.824061
"554","CR248214",4.17,13.94,18.49,22586617110.3508,69269264.5778151
"555","CR248214",7.4,17.58,26.79,40342699535.1182,109854134.490984
"556","CR248214",4.31,7.15,11.96,4374957526.94904,111422894.944402
"557","CR248214",3.93,13.12,17.49,9128615736.79685,9330290.84964
"558","CR248215",121.92,29.26,167.46,1541431768.41478,26652177.0801243
"559","CR248215",65.98,6.6,81.73,22149205.5823745,876617.014800945
"560","CR248215",4.17,13.94,18.49,295638357.287417,1349409.11362896
"561","CR248215",7.4,17.58,26.79,260574841.560841,2186383.83511932
"562","CR248215",121.92,29.26,167.46,9175818445.38099,411911014.880835
"563","CR248215",65.98,6.6,81.73,2423764165.82006,209009495.180378
"564","CR248215",69.2,15.22,103.21,121338081.723975,13815.8488793597
"565","CR248215",12.03,12.03,41.31,29583608722.5417,500033745.33219
"566","CR248215",69.2,15.22,103.21,16061499629.525,13911334.5837923
"567","CR248215",4.17,13.94,18.49,22586617110.3508,1359846058.48285
"568","CR248215",7.4,17.58,26.79,40342699535.1182,416512446.156338
"569","CR248216",121.92,29.26,167.46,9175818445.38099,19.6544508282095
"570","CR248216",12.03,12.03,41.31,29583608722.5417,599654740.60839
"571","CR248216",69.2,15.22,103.21,16061499629.525,540750246.40922
"572","CR248216",4.17,13.94,18.49,22586617110.3508,1421381309.53671
"573","CR248216",7.4,17.58,26.79,40342699535.1182,372621575.437249
"574","CR248217",121.92,29.26,167.46,1541431768.41478,126270.780326032
"575","CR248217",7.4,17.58,26.79,260574841.560841,22162614.1197175
"576","CR248217",121.92,29.26,167.46,9175818445.38099,958411.468144462
"577","CR248217",69.2,15.22,103.21,16061499629.525,356747355.774383
"578","CR248217",4.17,13.94,18.49,22586617110.3508,412028517.837693
"579","CR248217",7.4,17.58,26.79,40342699535.1182,2134290998.42991
"580","CR248218",69.2,15.22,103.21,153188418.530693,15880225.9164356
"581","CR248218",4.17,13.94,18.49,295638357.287417,2214203.42981097
"582","CR248218",7.4,17.58,26.79,260574841.560841,3473016.94952459
"583","CR248218",121.92,29.26,167.46,9175818445.38099,17.5032102365245
"584","CR248218",69.2,15.22,103.21,16061499629.525,1169708354.82106
"585","CR248218",4.17,13.94,18.49,22586617110.3508,75110295.0360219
"586","CR248218",7.4,17.58,26.79,40342699535.1182,1651579336.13432
"587","CR248219",69.2,15.22,103.21,153188418.530693,45710084.7298808
"588","CR248219",4.17,13.94,18.49,295638357.287417,73017470.8389345
"589","CR248219",7.4,17.58,26.79,260574841.560841,7515827.56024174
"590","CR248219",121.92,29.26,167.46,9175818445.38099,17.013557394303
"591","CR248219",69.2,15.22,103.21,16061499629.525,780395274.746993
"592","CR248219",4.17,13.94,18.49,22586617110.3508,1728603938.84552
"593","CR248219",7.4,17.58,26.79,40342699535.1182,274185336.47414
"594","CR248220",121.92,29.26,167.46,1541431768.41478,1733373.13214521
"595","CR248220",69.2,15.22,103.21,153188418.530693,1609463.11213003
"596","CR248220",4.17,13.94,18.49,295638357.287417,10646319.0269692
"597","CR248220",7.4,17.58,26.79,260574841.560841,189850.032124139
"598","CR248220",121.92,29.26,167.46,9175818445.38099,295395124.274323
"599","CR248220",69.2,15.22,103.21,121338081.723975,4107887.83264227
"600","CR248220",12.03,12.03,41.31,29583608722.5417,3137065.98207779
"601","CR248220",69.2,15.22,103.21,16061499629.525,155839461.77318
"602","CR248220",4.17,13.94,18.49,22586617110.3508,536859826.51971
"603","CR248220",7.4,17.58,26.79,40342699535.1182,1412769860.49311
"604","CR248220",59.82,13.76,81.56,1678131990.24472,176247442.506241
"605","CR248221",121.92,29.26,167.46,1541431768.41478,1077488.65537552
"606","CR248221",12.03,12.03,41.31,97816089.3538676,180277.88439194
"607","CR248221",69.2,15.22,103.21,153188418.530693,644003.523084702
"608","CR248221",4.17,13.94,18.49,295638357.287417,306437.130332416
"609","CR248221",7.4,17.58,26.79,260574841.560841,80183.4843163675
"610","CR248221",59.82,13.76,81.56,9763615.48434765,31352.6948065329
"611","CR248221",5.95,19.87,26.51,33097646.9561079,58262.7184829179
"612","CR248221",121.92,29.26,167.46,9175818445.38099,33083775.1907646
"613","CR248221",69.2,15.22,103.21,121338081.723975,1740.86299336696
"614","CR248221",12.03,12.03,41.31,29583608722.5417,40918113.4001097
"615","CR248221",69.2,15.22,103.21,16061499629.525,335573371.895847
"616","CR248221",4.17,13.94,18.49,22586617110.3508,181921562.873347
"617","CR248221",7.4,17.58,26.79,40342699535.1182,316178855.00746
"618","CR248221",59.82,13.76,81.56,1678131990.24472,89935823.4047439
"619","CR248221",66.43,14.62,99.09,3678131586.99298,6.19986980836858
"620","CR248221",5.95,19.87,26.51,5083006879.66243,15691046.3174477
"621","CR249212",12.03,12.03,41.31,97816089.3538676,14983.5042965169
"622","CR249212",69.2,15.22,103.21,153188418.530693,4853617.09449447
"623","CR249212",7.4,17.58,26.79,260574841.560841,230339.209607672
"624","CR249212",84.38,20.25,127.54,1217112877.57952,2474.23413147777
"625","CR249212",121.92,29.26,167.46,9175818445.38099,10.0956651163173
"626","CR249212",12.03,12.03,41.31,29583608722.5417,212814001.419436
"627","CR249212",69.2,15.22,103.21,16061499629.525,93228321.2512491
"628","CR249212",12.03,24.53,41.31,141272933.07782,5277124.14341597
"629","CR249212",7.4,17.58,26.79,40342699535.1182,121573847.294149
"630","CR249213",121.92,29.26,167.46,1541431768.41478,63513495.9992637
"631","CR249213",65.98,6.6,81.73,22149205.5823745,584631.865218342
"632","CR249213",12.03,12.03,41.31,97816089.3538676,2102771.16644859
"633","CR249213",69.2,15.22,103.21,153188418.530693,10318925.5634372
"634","CR249213",4.17,13.94,18.49,295638357.287417,240664.329294666
"635","CR249213",7.4,17.58,26.79,260574841.560841,7343830.18226033
"636","CR249213",84.38,20.25,127.54,1217112877.57952,98493299.5144947
"637","CR249213",121.92,29.26,167.46,9175818445.38099,162335962.08
"638","CR249213",65.98,6.6,81.73,2423764165.82006,152358437.448877
"639","CR249213",69.2,15.22,103.21,121338081.723975,271364.357436812
"640","CR249213",12.03,12.03,41.31,29583608722.5417,1508661342.77701
"641","CR249213",69.2,15.22,103.21,16061499629.525,416843974.431719
"642","CR249213",4.17,13.94,18.49,22586617110.3508,130277951.28291
"643","CR249213",7.4,17.58,26.79,40342699535.1182,214155741.877557
"644","CR249214",121.92,29.26,167.46,1541431768.41478,15226194.7332295
"645","CR249214",12.03,12.03,41.31,97816089.3538676,62762.926649305
"646","CR249214",4.17,13.94,18.49,295638357.287417,133899.084329024
"647","CR249214",121.92,29.26,167.46,9175818445.38099,211212649.473336
"648","CR249214",65.98,6.6,81.73,2423764165.82006,217673426.538617
"649","CR249214",69.2,15.22,103.21,121338081.723975,850262.915605318
"650","CR249214",12.03,12.03,41.31,29583608722.5417,2078905702.98247
"651","CR249214",69.2,15.22,103.21,16061499629.525,155058749.734926
"652","CR249214",4.17,13.94,18.49,22586617110.3508,104251867.217658
"653","CR249214",7.4,17.58,26.79,40342699535.1182,166598103.667595
"654","CR249215",121.92,29.26,167.46,1541431768.41478,22207964.3777234
"655","CR249215",7.4,17.58,26.79,260574841.560841,177789.481291673
"656","CR249215",121.92,29.26,167.46,9175818445.38099,205758305.234153
"657","CR249215",65.98,6.6,81.73,2423764165.82006,30579395.5482089
"658","CR249215",69.2,15.22,103.21,121338081.723975,2890320.58547107
"659","CR249215",12.03,12.03,41.31,29583608722.5417,955200591.424332
"660","CR249215",69.2,15.22,103.21,16061499629.525,73924072.0548856
"661","CR249215",4.17,13.94,18.49,22586617110.3508,550195410.844595
"662","CR249215",7.4,17.58,26.79,40342699535.1182,1101373171.7103
"663","CR249216",121.92,29.26,167.46,9175818445.38099,15.1318272045355
"664","CR249216",12.03,12.03,41.31,29583608722.5417,7769345.76133134
"665","CR249216",69.2,15.22,103.21,16061499629.525,376486017.869587
"666","CR249216",4.17,13.94,18.49,22586617110.3508,739025137.585154
"667","CR249216",7.4,17.58,26.79,40342699535.1182,1811135364.93851
"668","CR249217",121.92,29.26,167.46,1541431768.41478,14952792.6405681
"669","CR249217",12.03,12.03,41.31,97816089.3538676,334534.479555896
"670","CR249217",7.4,17.58,26.79,260574841.560841,6015443.72921477
"671","CR249217",121.92,29.26,167.46,9175818445.38099,34458693.7014773
"672","CR249217",12.03,12.03,41.31,29583608722.5417,367473611.756772
"673","CR249217",69.2,15.22,103.21,16061499629.525,295781225.258671
"674","CR249217",4.17,13.94,18.49,22586617110.3508,568169809.04949
"675","CR249217",7.4,17.58,26.79,40342699535.1182,1639127576.44951
"676","CR249218",69.2,15.22,103.21,153188418.530693,769982.942966221
"677","CR249218",7.4,17.58,26.79,260574841.560841,45102.4358758405
"678","CR249218",121.92,29.26,167.46,9175818445.38099,19.5417856258275
"679","CR249218",69.2,15.22,103.21,121338081.723975,59873.2205948626
"680","CR249218",12.03,12.03,41.31,29583608722.5417,31461344.5856527
"681","CR249218",69.2,15.22,103.21,16061499629.525,726340365.190195
"682","CR249218",4.17,13.94,18.49,22586617110.3508,49564443.9747498
"683","CR249218",7.4,17.58,26.79,40342699535.1182,2109734198.37525
"684","CR249219",121.92,29.26,167.46,1541431768.41478,6.30243394680241
"685","CR249219",12.03,12.03,41.31,97816089.3538676,149329.002563724
"686","CR249219",69.2,15.22,103.21,153188418.530693,11213407.7953641
"687","CR249219",4.17,13.94,18.49,295638357.287417,26094341.5596309
"688","CR249219",7.4,17.58,26.79,260574841.560841,1858744.78019659
"689","CR249219",121.92,29.26,167.46,9175818445.38099,17.3954964428317
"690","CR249219",12.03,12.03,41.31,29583608722.5417,91167468.7588773
"691","CR249219",69.2,15.22,103.21,16061499629.525,503051297.809658
"692","CR249219",4.17,13.94,18.49,22586617110.3508,1295172233.66793
"693","CR249219",7.4,17.58,26.79,40342699535.1182,980735809.629718
"694","CR249220",121.92,29.26,167.46,1541431768.41478,154474.907107613
"695","CR249220",12.03,12.03,41.31,97816089.3538676,945907.21554564
"696","CR249220",69.2,15.22,103.21,153188418.530693,3264216.37911294
"697","CR249220",4.17,13.94,18.49,295638357.287417,9117544.96530166
"698","CR249220",7.4,17.58,26.79,260574841.560841,530099.964674529
"699","CR249220",121.92,29.26,167.46,9175818445.38099,77478744.723934
"700","CR249220",69.2,15.22,103.21,121338081.723975,9114085.95949999
"701","CR249220",12.03,12.03,41.31,29583608722.5417,512177062.083261
"702","CR249220",69.2,15.22,103.21,16061499629.525,656534434.847422
"703","CR249220",4.17,13.94,18.49,22586617110.3508,1055851519.91252
"704","CR249220",7.4,17.58,26.79,40342699535.1182,548300783.93639
"705","CR249221",121.92,29.26,167.46,1541431768.41478,10585641.0317363
"706","CR249221",12.03,12.03,41.31,97816089.3538676,116154.246565974
"707","CR249221",69.2,15.22,103.21,153188418.530693,75580.1191503641
"708","CR249221",4.17,13.94,18.49,295638357.287417,3574944.90779207
"709","CR249221",12.03,24.53,41.31,203287.727791321,203287.727791321
"710","CR249221",7.4,17.58,26.79,260574841.560841,1283233.49014123
"711","CR249221",121.92,29.26,167.46,9175818445.38099,147306119.797877
"712","CR249221",69.2,15.22,103.21,121338081.723975,184163.719024239
"713","CR249221",12.03,12.03,41.31,29583608722.5417,231253023.732867
"714","CR249221",69.2,15.22,103.21,16061499629.525,18543617.5755583
"715","CR249221",4.17,13.94,18.49,22586617110.3508,257294940.233033
"716","CR249221",12.03,24.53,41.31,141272933.07782,197173.711703952
"717","CR249221",7.4,17.58,26.79,40342699535.1182,721092142.758993
"718","CR250213",84.38,20.25,127.54,1217112877.57952,33151166.4556505
"719","CR250213",121.92,29.26,167.46,9175818445.38099,6.50239730835892
"720","CR250213",65.98,6.6,81.73,2423764165.82006,53756175.3468645
"721","CR250213",69.2,15.22,103.21,121338081.723975,313562.948874069
"722","CR250213",12.03,12.03,41.31,29583608722.5417,268161319.846371
"723","CR250213",69.2,15.22,103.21,16061499629.525,81242989.2899662
"724","CR250213",7.4,17.58,26.79,40342699535.1182,56659897.8739843
"725","CR250214",121.92,29.26,167.46,1541431768.41478,18175922.8543419
"726","CR250214",65.98,6.6,81.73,22149205.5823745,718189.921057844
"727","CR250214",121.92,29.26,167.46,9175818445.38099,252592118.163724
"728","CR250214",65.98,6.6,81.73,2423764165.82006,67526830.2436542
"729","CR250214",69.2,15.22,103.21,121338081.723975,13003017.5395848
"730","CR250214",12.03,12.03,41.31,29583608722.5417,1590754845.74883
"731","CR250214",69.2,15.22,103.21,16061499629.525,297686916.563606
"732","CR250214",7.4,17.58,26.79,40342699535.1182,425946218.918544
"733","CR250215",121.92,29.26,167.46,1541431768.41478,1624742.92428276
"734","CR250215",121.92,29.26,167.46,9175818445.38099,268385003.726185
"735","CR250215",65.98,6.6,81.73,2423764165.82006,73403474.7220285
"736","CR250215",69.2,15.22,103.21,121338081.723975,14027691.8419294
"737","CR250215",12.03,12.03,41.31,29583608722.5417,974385578.873193
"738","CR250215",69.2,15.22,103.21,16061499629.525,216798272.314367
"739","CR250215",4.17,13.94,18.49,22586617110.3508,442167751.758791
"740","CR250215",12.03,24.53,41.31,141272933.07782,268601.421719551
"741","CR250215",7.4,17.58,26.79,40342699535.1182,761412212.106322
"742","CR250216",121.92,29.26,167.46,1541431768.41478,2221279.32482706
"743","CR250216",121.92,29.26,167.46,9175818445.38099,116777901.485905
"744","CR250216",69.2,15.22,103.21,121338081.723975,28598071.1116213
"745","CR250216",12.03,12.03,41.31,29583608722.5417,217076624.091863
"746","CR250216",69.2,15.22,103.21,16061499629.525,323047287.33032
"747","CR250216",4.17,13.94,18.49,22586617110.3508,441681715.059907
"748","CR250216",7.4,17.58,26.79,40342699535.1182,1603090773.59282
"749","CR250217",121.92,29.26,167.46,1541431768.41478,17513990.9136812
"750","CR250217",12.03,12.03,41.31,97816089.3538676,981888.323160457
"751","CR250217",4.17,13.94,18.49,295638357.287417,284771.926035167
"752","CR250217",7.4,17.58,26.79,260574841.560841,1713790.74640421
"753","CR250217",121.92,29.26,167.46,9175818445.38099,45709250.9697588
"754","CR250217",12.03,12.03,41.31,29583608722.5417,760476565.849315
"755","CR250217",69.2,15.22,103.21,16061499629.525,81151787.9879382
"756","CR250217",4.17,13.94,18.49,22586617110.3508,451980186.776826
"757","CR250217",7.4,17.58,26.79,40342699535.1182,1242957444.21948
"758","CR250218",7.4,17.58,26.79,260574841.560841,869831.276974339
"759","CR250218",121.92,29.26,167.46,9175818445.38099,26.2520794784901
"760","CR250218",69.2,15.22,103.21,121338081.723975,5106006.74031661
"761","CR250218",12.03,12.03,41.31,29583608722.5417,274231538.69819
"762","CR250218",69.2,15.22,103.21,16061499629.525,412210072.619571
"763","CR250218",4.17,13.94,18.49,22586617110.3508,375781693.143018
"764","CR250218",7.4,17.58,26.79,40342699535.1182,1280294890.34132
"765","CR250219",12.03,12.03,41.31,97816089.3538676,2974382.80958695
"766","CR250219",69.2,15.22,103.21,153188418.530693,837717.174221906
"767","CR250219",4.17,13.94,18.49,295638357.287417,1551832.51627254
"768","CR250219",7.4,17.58,26.79,260574841.560841,3129586.44397057
"769","CR250219",121.92,29.26,167.46,9175818445.38099,6.09294968961293
"770","CR250219",69.2,15.22,103.21,121338081.723975,913981.164586473
"771","CR250219",12.03,12.03,41.31,29583608722.5417,551209429.945218
"772","CR250219",69.2,15.22,103.21,16061499629.525,178651488.195318
"773","CR250219",4.17,13.94,18.49,22586617110.3508,322724834.034698
"774","CR250219",7.4,17.58,26.79,40342699535.1182,947711711.98439
"775","CR250220",12.03,12.03,41.31,97816089.3538676,1347428.78390528
"776","CR250220",7.4,17.58,26.79,260574841.560841,660769.34462262
"777","CR250220",69.2,15.22,103.21,121338081.723975,500968.580109864
"778","CR250220",12.03,12.03,41.31,29583608722.5417,314056484.289292
"779","CR250220",69.2,15.22,103.21,16061499629.525,44638425.4035484
"780","CR250220",4.17,13.94,18.49,22586617110.3508,54993465.5373972
"781","CR250220",7.4,17.58,26.79,40342699535.1182,137339255.220862
"782","CR251214",65.98,6.6,81.73,2423764165.82006,9035669.60292541
"783","CR251214",12.03,12.03,41.31,29583608722.5417,27069295.1423253
"784","CR251214",69.2,15.22,103.21,16061499629.525,4565793.66016935
"785","CR251215",121.92,29.26,167.46,9175818445.38099,7381957.27617843
"786","CR251215",65.98,6.6,81.73,2423764165.82006,20340215.1829628
"787","CR251215",69.2,15.22,103.21,121338081.723975,464193.502157277
"788","CR251215",12.03,12.03,41.31,29583608722.5417,29878287.2173052
