"","ID","cagb","cbgb","ctotal4inv","tot_area","inter_area"
"355","CR252239",0.72,4.64,8.99,2080.27470617138,29.7050853235511
"356","CR252239",0.72,4.64,8.99,199801150.237931,83495.3542454594
"357","CR252240",62.89,14.78,83.66,864.12132644745,0.109091242804425
"358","CR252240",74.1,19.6,106.4,35288774178.4346,273375137.053022
"359","CR252240",58.28,11.95,76,18925969426.8949,1027247.0634218
"360","CR252240",74.1,19.6,106.4,334831.078146177,68.7497599350136
"361","CR252240",79.15,18.6,104.52,1186396693.12717,5376903.4321891
"362","CR252240",0.72,4.64,8.99,43713904184.6993,43337725.2604254
"363","CR252240",78.54,18.46,103.74,2887.36074657586,4.77018606849015
"364","CR252240",78.54,18.46,103.74,132.735877968427,5.73559374781325
"365","CR253224",58.05,11.9,78.16,874993.005831481,17.6885363918263
"366","CR253224",58.05,11.9,78.16,16837161831.262,25539340.412546
"367","CR253224",96.5,22.68,125.79,6682562518.15512,182682.857132746
"368","CR253224",96.5,22.68,125.79,159172.54386821,0.851858721990657
"369","CR253224",96.5,22.68,125.79,223170623973.518,229679428.96776
"370","CR253224",78.54,18.46,103.74,690099291.31069,280672.377175681
"371","CR253224",78.54,18.46,103.74,2887.36074657586,2.8481527660042
"372","CR253224",78.54,18.46,103.74,13111389031.9598,20000095.777254
"373","CR253224",79.71,18.73,104.7,162.908344518901,0.240347314625978
"374","CR253224",21.58,4.75,32.12,8875020483.94831,59007.3181354478
"375","CR253225",26.69,16.94,51.63,3041293751.60737,4792593.57424431
"376","CR253225",21.58,4.75,32.12,1274.71898601576,16.0890016083413
"377","CR253225",96.5,22.68,125.79,2372.05437399134,0.0928980014869012
"378","CR253225",96.5,22.68,125.79,6682562518.15512,702297.187398129
"379","CR253225",96.5,22.68,125.79,159172.54386821,147.019442942397
"380","CR253225",96.5,22.68,125.79,223170623973.518,2355635976.79762
"381","CR253225",78.54,18.46,103.74,690099291.31069,9076619.38470091
"382","CR253225",78.54,18.46,103.74,2887.36074657586,80.1196317415044
"383","CR253225",78.54,18.46,103.74,13111389031.9598,243249699.693068
"384","CR253225",62.42,14.67,83.05,349.674057630947,11.0380375197045
"385","CR253225",79.71,18.73,104.7,162.908344518901,0.00134379971132148
"386","CR253225",21.58,4.75,32.12,8875020483.94831,98964736.9393819
"387","CR253226",58.05,11.9,78.16,16837161831.262,14033816.7400963
"388","CR253226",58.05,11.9,78.16,217022634.6137,823813.297385902
"389","CR253226",26.69,16.94,51.63,3041293751.60737,9705206.67004405
"390","CR253226",96.5,22.68,125.79,2372.05437399134,15.8400125943008
"391","CR253226",96.5,22.68,125.79,6682562518.15512,10155891.1133996
"392","CR253226",96.5,22.68,125.79,159172.54386821,28.2295734349481
